sample_id,text,word_count
wt_6589,"As a method of birth control , male condoms have the advantages of being inexpensive , easy to use , having few side effects , and offering protection against sexually transmitted infections . With proper use — and use at every act of intercourse — women whose partners use male condoms experience a 2 % per @-@ year pregnancy rate . With typical use the rate of pregnancy is 18 % per @-@ year . Condoms have been used for at least 400 years . Since the 19th century , they have been one of the most popular methods of contraception in the world . While widely accepted in modern times , condoms have generated some controversy , primarily over what role they should play in sex education classes .",130
wt_6590,Two artillery platoons and one section of M @-@ 24 tanks in support .,14
wt_6591,"357th , 358th & 465th Batteries , 90th Field Regiment , Royal Artillery ( RA ) ( Self @-@ propelled )",21
wt_6592,"From 1815 to 1821 employees of the Hudson 's Bay Company and the North West Company engaged in various territorial conflicts known as the "" fur trade wars , "" including the famous Battle of Seven Oaks at what is now Winnipeg , Manitoba . As a result of these conflicts numerous Métis migrated from the Red River area to central and eastern Minnesota , particularly in the vicinity of Saint Paul . This "" Red River Exodus "" became a major source of francophone immigration into Minnesota during the territorial era . The Métis and other mixed @-@ race groups were often regarded as French Canadian "" whites "" rather than "" Indians "" .",116
wt_6593,"As the United States prepared for another war , the historic peace churches , represented by Friends who understood inner dealings of Washington D.C. politics , attempted to influence new draft bills to ensure their men could fulfill their duty in an alternative , non @-@ military type of service . On June 20 , 1940 , the Burke @-@ Wadsworth Bill came before Congress . The arrangements for conscientious objectors were almost identical to the World War I provisions .",81
wt_6594,"From 1996 , the website of the Colchester tourist board attributed the origin of the rhyme to a cannon recorded as used from the church of St Mary @-@ at @-@ the @-@ Wall by the Royalist defenders in the siege of 1648 . In 1648 , Colchester was a walled town with a castle and several churches and was protected by the city wall . The story given was that a large cannon , which the website claimed was colloquially called Humpty Dumpty , was strategically placed on the wall . A shot from a Parliamentary cannon succeeded in damaging the wall beneath Humpty Dumpty which caused the cannon to tumble to the ground . The Royalists ( or Cavaliers , "" all the King 's men "" ) attempted to raise Humpty Dumpty on to another part of the wall , but the cannon was so heavy that "" All the King 's horses and all the King 's men couldn 't put Humpty together again "" . Author Albert Jack claimed in his 2008 book Pop Goes the Weasel : The Secret Meanings of Nursery Rhymes that there were two other verses supporting this claim . Elsewhere , he claimed to have found them in an "" old dusty library , [ in ] an even older book "" , but did not state what the book was or where it was found . It has been pointed out that the two additional verses are not in the style of the seventeenth century or of the existing rhyme , and that they do not fit with the earliest printed versions of the rhyme , which do not mention horses and men .",285
wt_6595,"In most Asomtavruli letters , straight lines are horizontal or vertical and meet at right angles . The only letter with acute angles is Ⴟ ( ჯ jani ) . There have been various attempts to explain this exception . Georgian linguist and art historian Helen Machavariani believes jani derives from a monogram of Christ , composed of the Ⴈ ( ი ini ) and Ⴕ ( ქ kani ) . According to Georgian scholar Ramaz Pataridze , the cross @-@ like shape of letter jani indicates the end of the alphabet , and has the same function as the similarly shaped Phoenician letter taw ( ) , Greek chi ( Χ ) , and Latin X , though these letters do not have that function in Phoenician , Greek , or Latin .",134
wt_6596,"Illinois served with the European Squadron from 1902 to 1903 , and with the North Atlantic Fleet until 1907 , by which time it had been renamed the Atlantic Fleet . During this time , she accidentally collided with two other battleships . From December 1907 to February 1909 , she circumnavigated the globe with the Great White Fleet . From November 1912 , the ship was used as a training ship . She was lent to the state of New York in 1919 for use as a training vessel for the New York State Militia . The ship was converted into a floating armory in 1924 as a result of the Washington Naval Treaty , and it was under this guise that she served for the next thirty years . In January 1941 she was renamed Prairie State and reclassified as IX @-@ 15 so that the name could be given to Illinois , a projected Iowa @-@ class battleship . Prairie State was ultimately sold for scrap in 1956 .",172
wt_6597,All Things Censored Seven Stories Press ( 2000 ) ISBN 978 @-@ 1583220221,13
wt_6598,"Pat Shand , the writer of Charmed : Season 10 , said he incorporated Kyra in the comic book series as he enjoyed her dialogue and Carpenter 's performance of the character ; he wrote : "" To write dialogue for a character played by Charisma is to hear Charisma in your head . Who would turn that down ? "" . Shand commended Carpenter 's ability to voice characters in "" a very unique rhythm "" and called the process of replicating that energy in the form of comics as "" a blast "" and "" super easy "" in comparison with the show 's other characters .",109
